SampleName,ID,timepoint_cmtv,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,Period,time_d,mgCO2_jar,time_d_cmtv
HEW42-1,HEW42,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,3.124529008,3.00
HEW42-2,HEW42,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,3.327492751,3.00
HEG10-1,HEG10,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,13.89513707,3.00
HEG10-2,HEG10,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,12.93449674,3.00
HEG32-1,HEG32,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,12.12051415,3.00
HEG32-2,HEG32,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,13.11508567,3.00
HEG48-1,HEG48,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,13.43960897,3.00
HEG48-2,HEG48,3,,43703.41667,2019,8,26.41666667,8/29/19 10:00,2019,8,29.41666667,pre,3.00,13.53982505,3.00
HEW22-1,HEW22,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,12.56995042,3.96
HEW22-2,HEW22,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,12.93509418,3.96
HEW41-1,HEW41,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,8.274147735,3.96
HEW41-2,HEW41,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,7.714015321,3.96
HEW42-1,HEW42,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,3.986874705,3.96
HEW42-2,HEW42,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,4.136829453,3.96
HEG10-1,HEG10,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,16.60956769,3.96
HEG10-2,HEG10,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,16.52253517,3.96
HEG32-1,HEG32,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,15.42468572,3.96
HEG32-2,HEG32,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,15.11058871,3.96
HEG48-1,HEG48,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,17.31716652,3.96
HEG48-2,HEG48,4,,43703.41667,2019,8,26.41666667,8/30/19 9:00,2019,8,30.375,pre,3.96,16.69452284,3.96
HEW22-1,HEW22,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,6.659550661,7.00
HEW22-2,HEW22,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,6.587476017,7.00
HEW41-1,HEW41,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,4.984924017,7.00
HEW41-2,HEW41,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,5.040258143,7.00
HEW42-1,HEW42,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,2.468425852,7.00
HEW42-2,HEW42,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,2.583230536,7.00
HEG10-1,HEG10,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,9.500954915,7.00
HEG10-2,HEG10,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,9.326159458,7.00
HEG32-1,HEG32,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,8.633586078,7.00
HEG32-2,HEG32,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,8.651274003,7.00
HEG48-1,HEG48,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,9.026432367,7.00
HEG48-2,HEG48,5,,43707.41667,2019,8,30.41666667,9/2/19 10:00,2019,9,2.416666667,inc,3.00,8.944871312,7.00
HEW22-1,HEW22,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,10.50223217,9.02
HEW22-2,HEW22,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,10.71158621,9.02
HEW41-1,HEW41,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,7.822354551,9.02
HEW41-2,HEW41,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,7.77497873,9.02
HEW42-1,HEW42,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,3.936082868,9.02
HEW42-2,HEW42,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,4.13595812,9.02
HEG10-1,HEG10,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,14.98086035,9.02
HEG10-2,HEG10,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,15.89037438,9.02
HEG32-1,HEG32,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,14.68213735,9.02
HEG32-2,HEG32,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,15.55858836,9.02
HEG48-1,HEG48,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,15.72486408,9.02
HEG48-2,HEG48,6,,43707.41667,2019,8,30.41666667,9/4/19 10:30,2019,9,4.4375,inc,5.02,14.78160164,9.02
HEW22-1,HEW22,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,14.1284062,11.02
HEW22-2,HEW22,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,15.23553102,11.02
HEW41-1,HEW41,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,11.2972281,11.02
HEW41-2,HEW41,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,10.49753843,11.02
HEW42-1,HEW42,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,4.914834756,11.02
HEW42-2,HEW42,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,5.71962557,11.02
HEG10-1,HEG10,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,20.93930294,11.02
HEG10-2,HEG10,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,20.90335711,11.02
HEG32-1,HEG32,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,18.20337074,11.02
HEG32-2,HEG32,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,20.20424082,11.02
HEG48-1,HEG48,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,20.91481433,11.02
HEG48-2,HEG48,7,,43707.41667,2019,8,30.41666667,9/6/19 10:30,2019,9,6.4375,inc,7.02,19.95692224,11.02
HEW22-1,HEW22,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,18.69513392,14.02
HEW22-2,HEW22,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,20.19552977,14.02
HEW41-1,HEW41,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,15.17465204,14.02
HEW41-2,HEW41,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,14.43953861,14.02
HEW42-1,HEW42,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,6.449716883,14.02
HEW42-2,HEW42,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,8.6119709,14.02
HEG10-1,HEG10,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,7.26513512,14.02
HEG10-2,HEG10,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,8.115529141,14.02
HEG32-1,HEG32,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,7.219885079,14.02
HEG32-2,HEG32,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,7.695230477,14.02
HEG48-1,HEG48,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,7.801728812,14.02
HEG48-2,HEG48,8,,43707.41667,2019,8,30.41666667,9/9/19 10:30,2019,9,9.4375,inc,10.02,7.41483942,14.02
HEW22-1,HEW22,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEW22-2,HEW22,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEW41-1,HEW41,9,,43707.41667,2019,8,30.41666667,9/11/19 16:50,2019,9,11.70138889,inc,12.28,16.94821514,16.28
HEW41-2,HEW41,9,,43707.41667,2019,8,30.41666667,9/11/19 16:50,2019,9,11.70138889,inc,12.28,14.06850837,16.28
HEW42-1,HEW42,9,,43707.41667,2019,8,30.41666667,9/11/19 16:50,2019,9,11.70138889,inc,12.28,6.896072618,16.28
HEW42-2,HEW42,9,,43707.41667,2019,8,30.41666667,9/11/19 16:50,2019,9,11.70138889,inc,12.28,9.952285552,16.28
HEG10-1,HEG10,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEG10-2,HEG10,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEG32-1,HEG32,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEG32-2,HEG32,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEG48-1,HEG48,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEG48-2,HEG48,9,,43707.41667,2019,8,30.41666667,9/11/19 10:30,2019,9,11.4375,inc,12.02,,16.02
HEW22-1,HEW22,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEW22-2,HEW22,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEW41-1,HEW41,10,,43707.41667,2019,8,30.41666667,9/13/19 16:50,2019,9,13.70138889,inc,14.28,18.02875235,18.28
HEW41-2,HEW41,10,,43707.41667,2019,8,30.41666667,9/13/19 16:50,2019,9,13.70138889,inc,14.28,17.53795264,18.28
HEW42-1,HEW42,10,,43707.41667,2019,8,30.41666667,9/13/19 16:50,2019,9,13.70138889,inc,14.28,6.977715585,18.28
HEW42-2,HEW42,10,,43707.41667,2019,8,30.41666667,9/13/19 16:50,2019,9,13.70138889,inc,14.28,10.81887576,18.28
HEG10-1,HEG10,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEG10-2,HEG10,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEG32-1,HEG32,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEG32-2,HEG32,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEG48-1,HEG48,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEG48-2,HEG48,10,,43707.41667,2019,8,30.41666667,9/13/19 10:30,2019,9,13.4375,inc,14.02,,18.02
HEW22-1,HEW22,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEW22-2,HEW22,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEW41-1,HEW41,11,,43707.41667,2019,8,30.41666667,9/16/19 16:50,2019,9,16.70138889,inc,17.28,,21.28
HEW41-2,HEW41,11,,43707.41667,2019,8,30.41666667,9/16/19 16:50,2019,9,16.70138889,inc,17.28,,21.28
HEW42-1,HEW42,11,,43707.41667,2019,8,30.41666667,9/16/19 16:50,2019,9,16.70138889,inc,17.28,8.331446287,21.28
HEW42-2,HEW42,11,,43707.41667,2019,8,30.41666667,9/16/19 16:50,2019,9,16.70138889,inc,17.28,13.15043921,21.28
HEG10-1,HEG10,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEG10-2,HEG10,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEG32-1,HEG32,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEG32-2,HEG32,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEG48-1,HEG48,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEG48-2,HEG48,11,,43707.41667,2019,8,30.41666667,9/16/19 10:30,2019,9,16.4375,inc,17.02,,21.02
HEW22-1,HEW22,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEW22-2,HEW22,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEW41-1,HEW41,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEW41-2,HEW41,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEW42-1,HEW42,12,,43707.41667,2019,8,30.41666667,9/23/19 12:25,2019,9,23.51736111,inc,24.10,8.824739641,28.10
HEW42-2,HEW42,12,,43707.41667,2019,8,30.41666667,9/23/19 12:25,2019,9,23.51736111,inc,24.10,16.48308087,28.10
HEG10-1,HEG10,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEG10-2,HEG10,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEG32-1,HEG32,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEG32-2,HEG32,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEG48-1,HEG48,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEG48-2,HEG48,12,,43707.41667,2019,8,30.41666667,9/23/19 0:00,2019,9,23,inc,23.58,,27.58
HEW22-1,HEW22,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEW22-2,HEW22,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEW41-1,HEW41,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEW41-2,HEW41,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEW42-1,HEW42,13,,43707.41667,2019,8,30.41666667,9/30/19 11:35,2019,9,30.48263889,inc,31.07,9.767536563,35.07
HEW42-2,HEW42,13,,43707.41667,2019,8,30.41666667,9/30/19 11:35,2019,9,30.48263889,inc,31.07,20.77988763,35.07
HEG10-1,HEG10,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEG10-2,HEG10,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEG32-1,HEG32,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEG32-2,HEG32,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEG48-1,HEG48,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEG48-2,HEG48,13,,43707.41667,2019,8,30.41666667,9/30/19 0:00,2019,9,30,inc,30.58,,34.58
HEW22-1,HEW22,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEW22-2,HEW22,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEW41-1,HEW41,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEW41-2,HEW41,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEW42-1,HEW42,14,,43707.41667,2019,8,30.41666667,10/7/19 11:35,2019,10,7.482638889,inc,38.07,8.832996532,42.07
HEW42-2,HEW42,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG10-1,HEG10,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG10-2,HEG10,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG32-1,HEG32,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG32-2,HEG32,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG48-1,HEG48,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
HEG48-2,HEG48,14,,43707.41667,2019,8,30.41666667,10/7/19 0:00,2019,10,7,inc,37.58,,41.58
